timestamp,author,message
2025-03-11 15:02:05+00:00,vivid-rhinoceros,Dank je Rinus voor je uiteenzetting hoe het zou moeten gaan. Wat ik alleen niet begrijp is dat er dus eerst over de camera's ja of nee moet worden gestemd door de leden en waarom dat dit niet as. donderdag op de ALV kan worden gedaan en nu moet worden uitgesteld tot de ALV in november. Zou een hoop duidelijkheid verschaffen voor de leden en het bestuur. Als het een nee wordt hoeft er geen energie en tijd meer in het project camera's gestoken te worden. Als het een ja wordt kan er sneller actie worden ondernomen om de offertes te bespreken met de leden en een keuze te maken voor welke offerte wordt gekozen. Dit zou dan kunnen op een extra ALV.
2025-03-11 15:05:54+00:00,vivid-rhinoceros,Bovendien staat het punt camera's al op de agenda dus kan er wat mij betreft gestemd worden ja/nee op de vergadering.
2025-03-11 15:38:17+00:00,limber-ostrich,Naar mijn mening (!) is er nu teveel onduidelijkheid voor een stemming. Ik denk dat er voldoende mensen zijn die achter camera’s staan en het bestuur heeft ook al een voorstel toegezegd. De volgende alv in november is daar een moment voor. Een eerdere alv is zeker ook een optie. Dat zou aan de komende vergadering kunnen worden gevraagd.
2025-03-25 19:38:22+00:00,vivid-rhinoceros,Ik heb te horen gekregen dat er binnen onze VVE geen voldoende financiën zijn om Camerabeveiliging te realiseren. Dus een stemming in de toekomst over wel/niet Camerabeveiliging lijkt me niet zinvol. Heeft er iemand een probleem als ik op mijn balkon een camera plaats die de parkeerplaats filmt? Ook ben ik bereid om eventueel een camera in de entree van ingang 2 te laten plaatsen ter onze beveiliging. Graag hoor ik jullie mening.
2025-03-25 22:27:18+00:00,waggish-porcupine,De camera’s kunnen toch ook op een andere manier bekostigd worden dan vanuit de vve reserves? Met een eenmalige extra bijdrage van de eigenaren?
2025-03-25 23:21:53+00:00,limber-ostrich,Excuus voor de verwarring. Mijn fout. Bestuur vergadert maandag 14-4. Camera’s op de agenda.
2025-03-27 17:51:43+00:00,carefree-lark,"Had net vanmiddag een gesprek hierover. Zolang de camera vast zit aan jouw huis/appartement en het niet opzettelijk op de straat gericht is, mag je het plaatsen."
2025-04-08 21:00:06+00:00,eye-catching-hare,"Camera in Beeld - veelgestelde vragen - Camera in Beeld is een systeem van de politie waar burgers en bedrijven vrijwillig hun beveiligingscamera(‘s) kunnen aanmelden. Dankzij deze informatie weten wij per straat welke beveiligingscamera’s beschikbaar zijn. Als er een misdrijf is gepleegd waarbij camerabeelden kunnen helpen om de daders op te sporen, kunnen wij die beelden gericht opvragen bij de camera-eigenaren.  Lees het volledige bericht: https://www.politie.nl/onderwerpen/camera-in-beeld.html"
2025-04-19 06:26:52+00:00,cheerful-mule,"Dat is het voordeel als er camera's gehangen, schrikt af!"

2025-07-03 08:32:42+00:00,limber-ostrich,Beste bewoners. Vanavond is de vergadering over de camera beveiliging. Mocht u verhinderd zijn wilt u dan een andere bewoner machtigen voor u te stemmen? Bij een te lage opkomst vertraagt de besluitvorming. Het voorstel gaat dan naar de volgende vergadering. Dat is onplezierig voor het bestuur en de voorstanders. Dank.
2025-07-08 12:12:49+00:00,zany-trout,"Alle Flatgebouwen in de Tobias Asserlaan van begin tot het einde en ook de Martin Luther Kinglaan zijn voorzien van Beveiliging Camera’s, heb ze 1 voor 1 bezocht   , dus Geen overbodige Luxe dat onze VVE  ook Beveiliging Camera’s laten plaatsen ."
2025-07-08 13:01:00+00:00,happy-beaver,Wel is het verschillend per flat hoeveel camera’s er zijn gemonteerd
2025-07-08 14:00:22+00:00,zany-trout,"Heb de Flats alleen van de buiten kant bekeken, en niet met Beheerders gesproken die de Opnames van de Camera’s beheren."
2025-07-08 19:54:56+00:00,vivid-rhinoceros,Misschien is dit een idee om de entree te moderniseren. Van Leeuwen gaat ook de camera's  plaatsen.
2025-08-08 13:56:27+00:00,joyful-okapi,Prima toch. Kleur valt wel op. Alleen op de juiste plaatsen plakken.  Zijn er screenshots beschikbaar om te delen hoe de camera beelden er uit zien en wat ze zien?
2025-08-08 14:02:45+00:00,elaborate-jay,"Hallo, kan iemand het volgende verduidelijken: 1. wat ziet de camera? 2. Is het 360 graden? 3. Hoe lang worden de opnames bewaard? 4. Is het een lokale of cloudoplossing?"
2025-08-08 14:25:37+00:00,vivid-rhinoceros,"PROCEDURE CAMERATOEZICHT (VERSIE 250610) 1. Doel van het cameratoezicht Het doel van het plaatsen van beveiligingscamera’s is: •	Het vergroten van de veiligheid voor bewoners en bezoekers. •	Het voorkomen en registreren van vandalisme, inbraak en andere strafbare feiten. •	Het beschermen van gemeenschappelijke eigendommen van de VvE.  2. Aantal en locaties van de camera’s Er worden 10 camera’s geplaatst op strategische locaties, •	Buiten 5x: ingang Tobias Asserlaan zijde en 1x bij elke garagedeur. •	Binnen 5x (allemaal begane grond) namelijk: 2x bij brievenbusruimtes, 2x in hallen naar liften en 1x richting box gang voorzijde. Opmerking: Camera’s richten zich zo veel als mogelijk op gemeenschappelijke ruimten en eigendommen. Reden van de buitencamera’s die deels de openbare weg filmen is het beschermen van eigendommen op het parkeerterrein. Recent is er een scooter gestolen, maar ook zijn er voorbeelden van kapot geslagen routen in auto;s. Het doel is dan ook alleen bij misdaad deze beelden te kunnen delen met de politie. 3. Juridische grondslag De camerabewaking vindt plaats op grond van een gerechtvaardigd belang, zoals bedoeld in de Algemene Verordening Gegevensbescherming (AVG). De belangenafweging is vastgelegd in een verwerkingsregister en privacy-impactanalyse (PIA). 4. Medebewoners informeren Alle bewoners worden vooraf schriftelijk geïnformeerd over: •	De reden van cameratoezicht •	De locaties van de camera’s •	Hoe lang beelden bewaard worden •	Wie toegang heeft tot de beelden Daarnaast worden zichtbare waarschuwingsetiketten geplaatst bij de ingangen van het gebouw. 5. Toegang tot camerabeelden De camerabeelden worden alleen bekeken: •	Bij een incident, op verzoek van het bestuur of de politie •	Door twee daartoe bevoegde personen, benoemd door de VvE Toegang wordt beveiligd en vindt plaats onder strikte controle. 6. Bewaartermijn van beelden De beelden worden maximaal 24 uur bewaard,  tenzij er een incident heeft plaatsgevonden waarvoor verlenging nodig is voor opsporing of verzekering. In dat geval moet een lid het incident tijdig melden, omdat de beelden 24 uur bewaard blijven. 7. Beheer en onderhoud Het systeem wordt onderhouden door een gecertificeerd beveiligingsbedrijf. Jaarlijks vindt een controle plaats op werking, beeldkwaliteit en naleving van het protocol. De plaatsing zal worden gedaan in de “garage van de scootmobiels”. De kast zelf is beveiligd. Verder zal er een service en onderhoudscontract afgesloten worden. 8. Verantwoordelijkheid De VvE is verwerkingsverantwoordelijke in de zin van de AVG. Contactgegevens van de verantwoordelijke worden opgenomen in het huishoudelijk reglement en op aanvraag verstrekt. 9. Klachten en verzoeken Bewoners kunnen klachten of inzageverzoeken indienen bij het VvE-bestuur. Bezwaar tegen de plaatsing van camera’s kan schriftelijk kenbaar worden gemaakt en wordt besproken tijdens de Algemene Ledenvergadering. 10. Vaststelling en herziening Dit protocol wordt vastgesteld door de Algemene Ledenvergadering van de VvE. Herziening vindt plaats bij wijziging van wet- of regelgeving of op voorstel van het bestuur."
